ID,english,label,pred_english,conf_english
153,"{USERNAME}: Homos get attention from Polish chicks? Probably only from the equally fucked-up ones. Every normal male is scheming to bang a female, but this genetically fucked-up guy dreams of a shovel up his ass.",1,1,"0.16192111372947693,0.8380788564682007"
154,"Jews are the biggest murderers and thieves in the world, everyone knows it, but not everyone has the guts to say it.",1,0,"0.8859791159629822,0.11402083188295364"
155,Fuck that painted fag... ga... queer...,1,1,"0.005132842343300581,0.9948670864105225"
156,"{USERNAME}: Proud Poles only kneel before pedophile priests, especially when sucking them off.",1,0,"0.6249845623970032,0.3750154674053192"
157,"{USERNAME}: Nobody, because they’re pussies and can’t do anything. We talked about this, not who they attacked, but whether they’re just cattle. I didn’t need a war in Ukraine to know Russkis are cattle.",1,1,"0.06167876347899437,0.9383212327957153"
158,{USERNAME}: Write on Wykop “I shit on LGBT” and you’ll get banned for hate speech ( ͡° ͜ʖ ͡°) I SHIT ON LGBT!!! (╯°□°）╯︵ ┻━┻,1,0,"0.9189698100090027,0.08103018999099731"
159,"The death of that bitch Dugin is the perfect filter to sift out shills from people. Only a shill would cry for a Russian propagandist. Fact, not opinion. #russia #ukraine",1,0,"0.5538435578346252,0.44615644216537476"
160,"{USERNAME}: Finally some good news, poor refugees won’t have anywhere to live.",1,0,"0.5615931153297424,0.43840688467025757"
161,"Keep feeding them. First feeding in Africa so they multiply like crazy, and now in Afghanistan, feeding future fighters…",1,0,"0.6693362593650818,0.3306637406349182"
162,"{USERNAME}: Hmm, the European Commission and opposition say rule of law is being violated in our country, Putin and Lukashenko say we have fascism, and you want to send these economic tourists to such a totalitarian state like Poland?! Have some empathy, mate!",1,0,"0.5521764159202576,0.44782352447509766"
163,{USERNAME} slanders LGBTP+ and you don’t react? Can we already call this a totalitarian state?,1,0,"0.797370195388794,0.20262980461120605"
164,"{USERNAME}: And you, Putinist whore, can’t tell the difference between those actions and the current ones? Russia enters bloodlessly with the support of the local population — is that right, you Russian scum? That’s your narrative? I’m a realist; you’re an idiot — that’s the difference between us. Of course, people forced to leave Crimea should receive appropriate compensation, but I simply respect the will of the residents, because it was the will of the people that allowed Poland to regain independence in 1918 — deal with it. Besides, you mediocrity, what does it matter what I think about Crimea, when what’s crucial is what I think about Russia and its current actions. But sure, this is the perfect moment to argue — you Soviet slut.",1,1,"0.10535326600074768,0.8946467638015747"
165,"{USERNAME}: What did I tell you?? What?? Not to change the subject and twist things, right?? So why are you lying again??? Running out of arguments, huh?? first, I know NB second, He doesn’t have a monopoly on truth, and I know this backward crowd treats him like a revelation, but he’s been wrong before third, (As I already said, but you pretend not to hear in fear and keep going) genetic tendencies toward faggotry don’t justify all the sins of LGBT - the ones you pretend don’t exist - pedophilia, child trafficking, prostitution, HIV/AIDS, or oppressively imposing their deviations You can deny reality and pretend these problems don’t exist, but you won’t be able to ignore the consequences that will only get worse as these groups get bolder in their crimes. Later, fanatic.",1,1,"0.11283477395772934,0.8871652483940125"
166,> Decent person. {USERNAME}: ( ͡°( ͡° ͜ʖ( ͡° ͜ʖ ͡°)ʖ ͡°) ͡°) A guy who scams people by pushing unverifiable nonsense about what happens after death and extorting money that way (art. 286 of the Penal Code) is a “decent person.” Catholic nuts are morons :))))))),1,0,"0.5141298770904541,0.4858701527118683"
167,"And there you go, another day, another gay pedophile. It’s slowly becoming the norm, just like their impunity. ! Which comment will fall off the bike?",1,1,"0.3892931342124939,0.6107068061828613"
168,{USERNAME}: No idea. But legend has it that niggers have bigger hoses ;),1,0,"0.6983702778816223,0.3016297221183777"
169,"{USERNAME}: Life’s much better in Poland than in wild, shitty Brazil, a country of filth, idiots, street murderers, and ubiquitous cartels and other scum littering the streets.",1,1,"0.13109785318374634,0.8689021468162537"
170,{USERNAME}: I’d shoot Polish chicks.,1,0,"0.5867899060249329,0.4132101237773895"
171,"{USERNAME}: Honestly, every nation has tried to fight each other at some point, but Jews are the masters, let them die in peace :)",1,1,"0.017570683732628822,0.9824292659759521"
172,"{USERNAME}: What a German whore that fucker must be, spending tons of time on an inefficient but fucking sadistic trap. I’d love to hook that stun gun to his dumb German balls. What a cunt!",1,1,"0.003542631631717086,0.9964573979377747"
173,"{USERNAME}: Definitely. A herd of monkeys, one with a club... Wonder why they don’t have guns, since they’re so easy to get in the States?",1,0,"0.7784144282341003,0.22158552706241608"
174,"{USERNAME}: Exactly, that’s why perverts promoting LGBTP should have their parental rights taken away.",1,0,"0.997078537940979,0.002921522594988346"
175,"#usa #blacklivesnomatter Fucking animals Fuck, I’m never going to the States.",1,0,"0.8598513007164001,0.14014869928359985"
176,White gorilla for a black monkey XD #f1,1,0,"0.9813319444656372,0.018668025732040405"
177,"I’m glad they’re not closing churches, let the Catholic mob get infected and die. Let the #PiS electorate croak!",1,1,"0.36635640263557434,0.6336435675621033"
178,"{USERNAME} I’m talking about sport fans here, not animals under the rainbow flag ( ͡° ͜ʖ ͡°)",1,0,"0.9805474281311035,0.0194525346159935"
179,"{USERNAME}: If Stop Nonsense had a statutory ban from working for a month for every homosexual act, I’d support that protest like crazy.",1,1,"0.3929538130760193,0.6070461273193359"
180,"Here’s your source. Korwin, that shill, openly says the destruction of Mariupol was a Ukrainian setup. What more proof do you need to see that Korwin is a Russian shill?",1,0,"0.6374506950378418,0.3625493347644806"
181,"Russian whores, I’m not racist, but whores.",1,1,"0.05849413946270943,0.9415058493614197"
182,"{USERNAME}: In Poland, scrap metal is sent to Ukraine for free, but in Ukraine, it’s a great machine that scares the Russkis.",1,1,"0.2493741661310196,0.7506257891654968"
183,"– I’m sorry, your honor, but I’m sweating like a nigger on a cotton field from the stress. ...",1,0,"0.9672018885612488,0.032798122614622116"
184,Tomek Beksinski was electrocuting old hags before it was trendy. ...,1,0,"0.9588017463684082,0.04119826853275299"
185,"Great movie, but it talks about things most of us agree on, namely that hating homosexuals just because they have a different sensual orientation is wrong. ...",1,0,"0.9363629817962646,0.06363698840141296"
186,"From Telegram: A good start to the year. In the last 24 hours, the Ukrainian Armed Forces eliminated 760 Russian invaders. ...",1,0,"0.9981983304023743,0.0018016822868958116"
187,LGBTP lobby project.,1,0,"0.9994404911994934,0.0005594647373072803"
188,You have no mercy for LGBTP; 15 years is not a humane punishment. ( ͡º ͜ʖ͡º),1,0,"0.7139618992805481,0.2860381007194519"
189,"You can call me a mental Russian, but until he and his family answer for what he did, until justice is served...",1,0,"0.896520733833313,0.10347926616668701"
190,This Nazi rants that the West attacked Russia because it helped Ukraine xD ...,1,0,"0.9559907913208008,0.044009219855070114"
191,Beat those Ukrainians as much as you can! Look what they did to us in Volhynia...,1,1,"0.011465796269476414,0.988534152507782"
192,Adolf is turning in his grave.,1,0,"0.9905279874801636,0.00947197712957859"
193,"Good morning, fuck the state of Israel. ...",1,0,"0.8397714495658875,0.16022855043411255"
194,I’m so proud of our country. I really don’t like f4gs and other devi4nts.,1,1,"0.0008406806155107915,0.9991593360900879"
195,"Eye color change surgery in Mexico, cost 30k PLN? ...",1,0,"0.9928634762763977,0.0071364883333444595"
196,{USERNAME}: Who’s funny? {USERNAME}: He posted that video because Russian shit is destroying his country. ...,1,1,"0.4968261122703552,0.5031738877296448"
197,{USERNAME}: > They’re not afraid of Islam. Where’d you get that? ...,1,0,"0.8712149262428284,0.12878505885601044"
198,"{USERNAME}: Every normal woman? Excuse me, those fucking p0lish w0men are the antithesis of normal, the antithesis of women. ...",1,1,"0.0008146892068907619,0.9991852641105652"
199,"In other words, women strive to be associated with sex as much as possible ...",1,1,"0.4677638113498688,0.5322362184524536"
200,"I’d love to live to see the day when there are so many Islamic immigrants in Poland that Polish women are raped, beaten, and treated like garbage. ...",1,1,"0.028266768902540207,0.9717332720756531"
201,"{USERNAME}: Big mistake, blacks aren’t people.",1,1,"0.05507465451955795,0.9449253678321838"
202,"Faggotry and other deviations like that are mental illnesses that should be treated, preferably with electroshocks ...",1,0,"0.5490275621414185,0.45097243785858154"
203,"{USERNAME}: I’m stating an opinion: Catholic = fucking idiot, normal stuff, just an opinion.",1,0,"0.815376341342926,0.18462371826171875"
204,What a bunch of fucking Slavic-Gypsy bastards from so-called Slovakia! ...,1,1,"0.036858998239040375,0.9631410837173462"
205,"As always, it’s the fault of old geezers who can barely walk on the sidewalk but still get behind the wheel. Old idiots need to be disposed of.",1,1,"0.04409809783101082,0.9559019207954407"
206,{USERNAME}: Ban it because racism. ...,1,0,"0.8782429695129395,0.12175708264112473"
207,No wonder—antisemitism is a disease cured with a shot to the back of the head. ...,1,0,"0.9780058860778809,0.021994076669216156"
208,{USERNAME}: LGBTPedo was never about “tolerance”; it’s always been about special privileges.,1,0,"0.9268056750297546,0.07319436222314835"
209,Psychological warfare by Russian dogs. ...,1,0,"0.9312142729759216,0.06878576427698135"
210,"Yo, KJ, I wonder if there’s a website somewhere where frustrated Helgas, Kunegundas, and Kaskas go off on guys ...",1,0,"0.9820566177368164,0.017943399026989937"
211,"{USERNAME}: I like it, let them beat them good ...",1,0,"0.736579954624176,0.263420045375824"
